date,city,tmax_f,tmin_f,prcp,snow,snwd,awnd,tsun,wdf2,wsf2,timestamp_utc
2025-05-24,New York,64.0,48.0,0.0,0.0,0.0,5.8,,300,16.1,2025-05-24T12:00:00Z
2025-05-24,Chicago,66.0,44.0,0.0,0.0,0.0,7.4,,80,15.0,2025-05-24T12:00:00Z
2025-05-24,Houston,96.0,80.0,0.0,0.0,0.0,11.2,,150,21.9,2025-05-24T12:00:00Z
2025-05-24,Phoenix,100.0,75.0,0.0,0.0,0.0,7.4,,280,19.9,2025-05-24T12:00:00Z
2025-05-24,Seattle,76.0,47.0,0.0,0.0,0.0,5.6,,210,10.1,2025-05-24T12:00:00Z
2025-05-23,New York,63.0,47.0,0.26,0.0,0.0,1.3,,280,13.0,2025-05-23T12:00:00Z
2025-05-23,Chicago,65.0,42.0,0.0,0.0,0.0,5.6,,350,16.1,2025-05-23T12:00:00Z
2025-05-23,Houston,94.0,76.0,0.0,0.0,0.0,9.2,,140,21.9,2025-05-23T12:00:00Z
2025-05-23,Phoenix,103.0,74.0,0.0,0.0,0.0,5.8,,170,15.0,2025-05-23T12:00:00Z
2025-05-23,Seattle,67.0,49.0,0.0,0.0,0.0,7.2,,50,14.1,2025-05-23T12:00:00Z
2025-05-22,New York,51.0,48.0,0.9,0.0,0.0,7.8,,50,17.0,2025-05-22T12:00:00Z
2025-05-22,Chicago,57.0,46.0,0.0,0.0,0.0,7.4,,30,16.1,2025-05-22T12:00:00Z
2025-05-22,Houston,94.0,77.0,0.0,0.0,0.0,8.5,,150,19.9,2025-05-22T12:00:00Z
2025-05-22,Phoenix,106.0,74.0,0.0,0.0,0.0,7.6,,290,19.9,2025-05-22T12:00:00Z
2025-05-22,Seattle,68.0,49.0,0.05,0.0,0.0,6.0,,210,14.1,2025-05-22T12:00:00Z
2025-05-21,New York,59.0,49.0,0.09,0.0,0.0,5.6,,70,15.0,2025-05-21T12:00:00Z
2025-05-21,Chicago,52.0,48.0,0.06,0.0,0.0,9.8,,350,15.0,2025-05-21T12:00:00Z
